date,status,appeal,address,ward
02/27/18,APPROVED,BOA-773382,364 Bunker Hill Street,Ward 2
02/27/18,APPROVED,BOA-785316,19 Burard Street,Ward 20
02/27/18,APPROVED,BOA-786209,395-409 Columbia Road,Ward 15
02/27/18,APPROVED,BOA-762119,31 Colwell Avenue,Ward 22
02/27/18,APPROVED,BOA-749994,5 Claremont Park,Ward 4
02/27/18,APPROVED,BOA-771102,11 Claremont Park,Ward 4
02/27/18,APPROVED,BOA-774472,63 Colonial Avenue,Ward 17
02/27/18,APPROVED,BOA-774468,70 Colonial Avenue,Ward 17
02/27/18,APPROVED,BOA-774470,68 Colonial Avenue,Ward 17
02/27/18,APPROVED,BOA-749082,19R Cheshire Street,Ward 19
02/27/18,APPROVED,BOA-661026,236-256 Dorchester Street,Ward 7
02/27/18,APPROVED,BOA-749408,50 Eldridge Street,Ward 19
02/27/18,APPROVED,BOA-794683,15 Gilmore Terrace,Ward 20
02/27/18,APPROVED,BOA-780279,132-134 Holton Street,Ward 22
02/27/18,APPROVED,BOA-770524,253 Huntington Avenue,Ward 18
02/27/18,APPROVED,BOA-787555,1300-1304 Hyde Park Avenue,Ward 18
02/27/18,APPROVED,BOA-779861,14 I Street,Ward 6
02/27/18,APPROVED,BOA-779860,14 I Street,Ward 6
02/27/18,APPROVED,BOA-762105,130-132 Jersey Street,Ward 5
02/27/18,APPROVED,BOA-694026,77-85 Liverpool Street,Ward 1
02/27/18,APPROVED,BOA-787403,15 Macullar Road,Ward 20
02/27/18,APPROVED,BOA-780322,55 McBride Street,Ward 11
02/27/18,APPROVED,BOA-767333,28 Mallard Avenue,Ward 17
02/27/18,APPROVED,BOA-767337,32 Mallard Avenue,Ward 17
02/27/18,APPROVED,BOA-774473,36 Mallard Avenue,Ward 17
02/27/18,APPROVED,BOA-767339,34 Mallard Avenue,Ward 17
02/27/18,APPROVED,BOA-767336,30 Mallard Avenue,Ward 17
02/27/18,APPROVED,BOA-774467,30 New England Avenue,Ward 17
02/27/18,APPROVED,BOA-774454,90 New England Avenue,Ward 17
02/27/18,APPROVED,BOA-774462,42 New England Avenue,Ward 17
02/27/18,APPROVED,BOA-774458,70 New England Avenue,Ward 17
02/27/18,APPROVED,BOA-774460,60 New England Avenue,Ward 17
02/27/18,APPROVED,BOA-774455,80 New England Avenue,Ward 17
02/27/18,APPROVED,BOA-776192,54 Newmarket Square,Ward 8
02/27/18,APPROVED,BOA-774270,11 Prince Street,Ward 19
02/27/18,APPROVED,BOA-779361,43 Royal Street,Ward 22
02/27/18,APPROVED,BOA-774447,129 Southern Avenue,Ward 17
02/27/18,APPROVED,BOA-774452,131 Southern Avenue,Ward 17
02/27/18,APPROVED,BOA-765621,422 Seaver Street,Ward 14
02/27/18,APPROVED,BOA-784527,11 Springer Street,Ward 7
02/27/18,APPROVED,BOA-672940,63-65 Sedgwick Street,Ward 19
02/27/18,APPROVED,BOA-788210,102 St Botolph Street,Ward 4
02/27/18,APPROVED,BOA-752855,43 Wordsworth Street,Ward 1
02/27/18,APPROVED,BOA-755180,156 West Selden Street,Ward 18
02/27/18,APPROVED,BOA-774032,1230-1264 Washington Street,Ward 3
02/27/18,APPROVED,BOA-784511,20 West Fifth Street,Ward 6
02/27/18,APPROVED,BOA-790013,31 Willers Street,Ward 20
02/27/18,DENIED,BOA-716137,76 Alleghany Street,Ward 10
02/27/18,DENIED,BOA-708001,23 Chamberlain Street,Ward 17
02/27/18,DENIED,BOA-779362,43 Royal Street,Ward 22
02/27/18,DENIED,BOA-751038,461 Massachusetts Avenue,Ward 9
02/27/18,DENIED,BOA-744378,402 Warren Street,Ward 12
02/27/18,DENIED,BOA-744379,402 Warren Street,Ward 12
02/13/18,APPROVED,BOA-771127,3 Allen Road,Ward 22
02/13/18,APPROVED,BOA-740701,5 Alvah Kittredge Park,Ward 9
02/13/18,APPROVED,BOA-714280,66 Allston Street,Ward 21
02/13/18,APPROVED,BOA-773894,14 Belmont Street,Ward 2
02/13/18,APPROVED,BOA-767754,26 Bradwell Street,Ward 19
02/13/18,APPROVED,BOA-757453,653 Cummins Highway,Ward 18
02/13/18,APPROVED,BOA-755603,158H-158 Cottage Street,Ward 1
02/13/18,APPROVED,BOA-763012,40 Coniston Road,Ward 20
02/13/18,APPROVED,BOA-699138,35 Chickatawbut Street,Ward 16
02/13/18,APPROVED,BOA-762098,75-77 Dartmouth Street,Ward 4
02/13/18,APPROVED,BOA-748820,54 East Street,Ward 15
02/13/18,APPROVED,BOA-748815,56 East Street,Ward 15
02/13/18,APPROVED,BOA-752314,229 East Eagle Street,Ward 1
02/13/18,APPROVED,BOA-761001,542 East Sixth Street,Ward 6
02/13/18,APPROVED,BOA-759952,429 East Third Street,Ward 6
02/13/18,APPROVED,BOA-764493,545-547 East Eighth Street,Ward 7
02/13/18,APPROVED,BOA-777107,53-55 Harvest Street,Ward 7
02/13/18,APPROVED,BOA-777099,47 Harvest Street,Ward 7
02/13/18,APPROVED,BOA-777101,47R Harvest Street,Ward 7
02/13/18,APPROVED,BOA-735385,227 Havre Street,Ward 1
02/13/18,APPROVED,BOA-769194,915 Hyde Park Avenue,Ward 18
02/13/18,APPROVED,BOA-776457,96 Laurie Avenue,Ward 20
02/13/18,APPROVED,BOA-784891,338 Meridian Street,Ward 1
02/13/18,APPROVED,BOA-767739,76 Mount Pleasant Avenue,Ward 8
02/13/18,APPROVED,BOA-778302,224 M Street,Ward 7
02/13/18,APPROVED,BOA-676202,73 Mount Vernon Street,Ward 5
02/13/18,APPROVED,BOA-759482,3 Pond Street Place,Ward 3
02/13/18,APPROVED,BOA-785812,86 Princeton Street,Ward 1
02/13/18,APPROVED,BOA-772036,1251-1269 River Street,Ward 18
02/13/18,APPROVED,BOA-773376,7 Sparhawk Street,Ward 22
02/13/18,APPROVED,BOA-773401,7A-7B Sparhawk Street,Ward 22
02/13/18,APPROVED,BOA-782336,9 Sparhawk Street,Ward 22
02/13/18,APPROVED,BOA-771174,164-172 Sumner Street,Ward 1
02/13/18,APPROVED,BOA-759639,1650 Soldiers Field Road,Ward 22
02/13/18,DENIED,BOA-733841,29 Commonwealth Avenue,Ward 5
02/13/18,DENIED,BOA-772605,927-929 East Broadway,Ward 6
02/13/18,DENIED,BOA-761000,542 East Sixth Street,Ward 6
02/13/18,DENIED,BOA-616257,153-173 Kneeland Street,Ward 3
01/30/18,APPROVED,BOA-775971,268 Bremen Street,Ward 1
01/30/18,APPROVED,BOA-766613,109 Beech Street,Ward 20
01/30/18,APPROVED,BOA-734095,34 Concord Square,Ward 4
01/30/18,APPROVED,BOA-734098,34 Concord Square,Ward 4
01/30/18,APPROVED,BOA-764560,30 Casper Street,Ward 20
01/30/18,APPROVED,BOA-696299,250 Centre Street,Ward 11
01/30/18,APPROVED,BOA-776309,130 Central Avenue,Ward 18
01/30/18,APPROVED,BOA-772651,70 Dwinnell Street,Ward 20
01/30/18,APPROVED,BOA-716297,1403-1405 Dorchester Avenue,Ward 15
01/30/18,APPROVED,BOA-757448,180 Endicott Street,Ward 3
01/30/18,APPROVED,BOA-771278,2 Elm Lawn Street,Ward 16
01/30/18,APPROVED,BOA-773858,6 Evelyn Street,Ward 14
01/30/18,APPROVED,BOA-718053,20 Gillete Park,Ward 6
01/30/18,APPROVED,BOA-753977,10 Huntington Avenue,Ward 4
01/30/18,APPROVED,BOA-767745,134 High Street,Ward 2
01/30/18,APPROVED,BOA-767744,134 High Street,Ward 2
01/30/18,APPROVED,BOA-763318,233 Hancock Street,Ward 15
01/30/18,APPROVED,BOA-718394,36-36A Haverford Street,Ward 11
01/30/18,APPROVED,BOA-718397,38-38A Haverford Street,Ward 11
01/30/18,APPROVED,BOA-752309,169A-169 I Street,Ward 7
01/30/18,APPROVED,BOA-736317,107 Jersey Street,Ward 5
01/30/18,APPROVED,BOA-779137,28 Leyland Street,Ward 8
01/30/18,APPROVED,BOA-783047,32 Morrell Street,Ward 20
01/30/18,APPROVED,BOA-783043,32 Morrell Street,Ward 20
01/30/18,APPROVED,BOA-773193,114 Milton Street,Ward 16
01/30/18,APPROVED,BOA-776295,61 Nelson Street,Ward 17
01/30/18,APPROVED,BOA-763071,163 Newbury Street,Ward 5
01/30/18,APPROVED,BOA-761595,205-207 Newbury Street,Ward 5
01/30/18,APPROVED,BOA-772955,131 N Street,Ward 6
01/30/18,APPROVED,BOA-708911,221 Paris Street,Ward 1
01/30/18,APPROVED,BOA-773323,5 Rutland Square,Ward 4
01/30/18,APPROVED,BOA-775476,9 Sayward Street,Ward 20
01/30/18,APPROVED,BOA-759358,8 Wyman Street,Ward 10
01/30/18,APPROVED,BOA-711992,3012 Washington Street,Ward 11
01/30/18,APPROVED,BOA-739215,315-333 Washington Street,Ward 3
01/30/18,APPROVED,BOA-753708,335-337 West Second Street,Ward 6
01/30/18,DENIED,BOA-747215,117 Bolton Street,Ward 6
01/30/18,DENIED,BOA-700987,5 Cypher Street,Ward 6
01/30/18,DENIED,BOA-736227,18 Greenwich Street,Ward 15
01/30/18,DENIED,BOA-740042,55 Hull Street,Ward 3
01/30/18,DENIED,BOA-767195,6 Kemble Place,Ward 6
01/30/18,DENIED,BOA-764735,19 Pinewood Street,Ward 20
01/30/18,DENIED,BOA-738120,14 Thomas Park,Ward 7
01/09/18,APPROVED,BOA-649285,197-207 Adams,Ward 15
01/09/18,APPROVED,BOA-761283,1 Beacon Street,Ward 3
01/09/18,APPROVED,BOA-737565,9-11 Belmont Street,Ward 2
01/09/18,APPROVED,BOA-737566,9-11 Belmont Street,Ward 2
01/09/18,APPROVED,BOA-760391,9 Brinsley Street,Ward 14
01/09/18,APPROVED,BOA-765842,150-152 Bayswater Street,Ward 1
01/09/18,APPROVED,BOA-754641,121 Charles Street,Ward 5
01/09/18,APPROVED,BOA-728847,29 Caruth Street,Ward 16
01/09/18,APPROVED,BOA-757813,804 East Third Street,Ward 6
01/09/18,APPROVED,BOA-764809,402 East Eighth Street,Ward 7
01/09/18,APPROVED,BOA-737496,49 East Concord Street,Ward 8
01/09/18,APPROVED,BOA-762362,44 Gates Street,Ward 7
01/09/18,APPROVED,BOA-747484,15 Glimore Street,Ward 20
01/09/18,APPROVED,BOA-668415,231 Gold Street,Ward 6
01/09/18,APPROVED,BOA-734923,24-44 Kneeland Street,Ward 3
01/09/18,APPROVED,BOA-767700,50 Malden Street,Ward 8
01/09/18,APPROVED,BOA-757051,30 Pearl Street,Ward 2
01/09/18,APPROVED,BOA-730343,105 West First Street,Ward 6
01/09/18,DENIED,BOA-777535,15 Gilmore Terrace,Ward 20
11/28/17,APPROVED,BOA-763749,281-289 Adams Street,Ward 16
11/28/17,APPROVED,BOA-717596,6 Amory Street,Ward 2
11/28/17,APPROVED,BOA-764199,135-139 Border Street,Ward 1
11/28/17,APPROVED,BOA-760307,667-669 Boylston Street,Ward 5
11/28/17,APPROVED,BOA-760305,667-669 Boylston Street,Ward 5
11/28/17,APPROVED,BOA-731677,11-17 Corinth Street,Ward 20
11/28/17,APPROVED,BOA-739020,8 Chestnut Street,Ward 2
11/28/17,APPROVED,BOA-754990,124 Devon Street,Ward 14
11/28/17,APPROVED,BOA-720251,461 East Eighth Street,Ward 7
11/28/17,APPROVED,BOA-720600,459 East Eight h Street,Ward 7
11/28/17,APPROVED,BOA-751706,14 Halford Road,Ward 20
11/28/17,APPROVED,BOA-757441,152 Hampden Street,Ward 8
11/28/17,APPROVED,BOA-768033,9 Mount Everett Street,Ward 15
11/28/17,APPROVED,BOA-769484,10 Rhoda Street,Ward 20
11/28/17,APPROVED,BOA-753267,15 Revere Street,Ward 19
11/28/17,APPROVED,BOA-735026,438 River Street,Ward 18
11/28/17,APPROVED,BOA-756475,80-82 Summer Street,Ward 3
11/28/17,APPROVED,BOA-747900,15 Seymour Street,Ward 19
11/28/17,APPROVED,BOA-747902,13 Seymour Street,Ward 19
11/28/17,APPROVED,BOA-739621,722 Truman Parkway,Ward 18
11/28/17,APPROVED,BOA-770210,23-27 Tyler Street,Ward 3
11/28/17,APPROVED,BOA-734238,3377-3379 Washington Street,Ward 11
11/28/17,DENIED,BOA-750482,61 Boardman Street,Ward 1
11/28/17,DENIED,BOA-764198,135-139 Border Street,Ward 1
11/14/17,APPROVED,BOA-683295,17 Brookfield Street,Ward 20
11/14/17,APPROVED,BOA-739065,53-55 Bromfield Street,Ward 3
11/14/17,APPROVED,BOA-702594,1252-1268 Boylston Street,Ward 5
11/14/17,APPROVED,BOA-740843,1620 Columbia Road,Ward 7
11/14/17,APPROVED,BOA-717297,32 Charter Street,Ward 3
11/14/17,APPROVED,BOA-740840,1622-1624 Columbia Road,Ward 7
11/14/17,APPROVED,BOA-732459,4-10 Cufflin Street,Ward 22
11/14/17,APPROVED,BOA-730816,82 Cummins Highway,Ward 19
11/14/17,APPROVED,BOA-722592,502 East Third Street,Ward 6
11/14/17,APPROVED,BOA-734745,394 K Street,Ward 7
11/14/17,APPROVED,BOA-749164,26-28 Newbury Street,Ward 5
11/14/17,APPROVED,BOA-729433,22-26 Plainfield Street,Ward 11
11/14/17,APPROVED,BOA-733788,819 Savin Hill Avenue,Ward 6
11/14/17,APPROVED,BOA-755707,30 Sleeper Street,Ward 6
11/14/17,APPROVED,BOA-749169,878 South Street,Ward 20
11/14/17,APPROVED,BOA-743386,768-772 Tremont Street,Ward 9
11/14/17,APPROVED,BOA-732458,118-122 Tremont Street,Ward 22
11/14/17,APPROVED,BOA-701671,28-38 Winter Street,Ward 3
11/14/17,APPROVED,BOA-702594,4000 Washington Street,Ward 19
11/14/17,APPROVED,BOA-756297,246-248 West Broadway,Ward 6
11/14/17,APPROVED,BOA-750103,126 West Newton Street,Ward 4
11/14/17,APPROVED,BOA-750104,126 West Newton Street,Ward 4
11/14/17,DENIED,BOA-728276,22 Albion Place,Ward 2
11/14/17,DENIED,BOA-647490,9 Calumet Street,Ward 10
10/31/17,APPROVED,BOA-739099,401 Bremen Street,Ward 1
10/31/17,APPROVED,BOA-756862,23 Burard Street,Ward 20
10/31/17,APPROVED,BOA-739924,251 Bowdoin Street,Ward 15
10/31/17,APPROVED,BOA-718302,156-164 Bunker Hill Street,Ward 3
10/31/17,APPROVED,BOA-733438,26 Browning Avenue,Ward 14
10/31/17,APPROVED,BOA-733442,24 Browning Avenue,Ward 14
10/31/17,APPROVED,BOA-733431,28 Browning Avenue,Ward 14
10/31/17,APPROVED,BOA-736509,220 Bunker Hill Street,Ward 2
10/31/17,APPROVED,BOA-664763,8 Clifford Street,Ward 12
10/31/17,APPROVED,BOA-744749,282-284 Cambridge Street,Ward 5
10/31/17,APPROVED,BOA-728998,1964-1966 Centre Street,Ward 20
10/31/17,APPROVED,BOA-666622,1607 Dorchester Avenue,Ward 16
10/31/17,APPROVED,BOA-740324,235-239 Dudley Street,Ward 8
10/31/17,APPROVED,BOA-721110,10 Durham Street,Ward 4
10/31/17,APPROVED,BOA-741657,416-422 Geneva Avenue,Ward 15
10/31/17,APPROVED,BOA-714957,10 Gloucester Street,Ward 5
10/31/17,APPROVED,BOA-752179,23 Grassmere Road,Ward 18
10/31/17,APPROVED,BOA-739160,340 K Street,Ward 7
10/31/17,APPROVED,BOA-740158,11 Mayhew Street,Ward 7
10/31/17,APPROVED,BOA-658980,10 McBride Street,Ward 11
10/31/17,APPROVED,BOA-730633,49 Milford Street,Ward 3
10/31/17,APPROVED,BOA-73063,449 Milford Street,Ward 3
10/31/17,APPROVED,BOA-732993,34 Maple Street,Ward 20
10/31/17,APPROVED,BOA-753976,69-71 Maverick Square,Ward 1
10/31/17,APPROVED,BOA-716302,119 Neponset Avenue,Ward 18
10/31/17,APPROVED,BOA-716304,121 Neponset Avenue,Ward 18
10/31/17,APPROVED,BOA-730779,48 Oak Street,Ward 18
10/31/17,APPROVED,BOA-691485,50 Richfield Street,Ward 15
10/31/17,APPROVED,BOA-753730,1225-1229 River Street,Ward 18
10/31/17,APPROVED,BOA-736446,11 Robinwood Avenue,Ward 19
10/31/17,APPROVED,BOA-668021,11 Short Street,Ward 2
10/31/17,APPROVED,BOA-668023,15-17 Short Street,Ward 2
10/31/17,APPROVED,BOA-735990,275-277 Summit Avenue,Ward 21
10/31/17,APPROVED,BOA-758471,689 Saratoga Street,Ward 1
10/31/17,APPROVED,BOA-756533,10 School Street,Ward 2
10/31/17,APPROVED,BOA-738439,99 Savin Hill Avenue,Ward 16
10/31/17,APPROVED,BOA-745617,316-316A Shawmut Avenue,Ward 3
10/31/17,APPROVED,BOA-754123,51-59 Stuart Street,Ward 3
10/31/17,APPROVED,BOA-719964,18 Sylvester Road,Ward 16
10/31/17,APPROVED,BOA-761289,570 Truman Parkway,Ward 18
10/31/17,APPROVED,BOA-736606,25 Warren Avenue,Ward 5
10/31/17,APPROVED,BOA-733531,4 Weld Street,Ward 20
10/31/17,APPROVED,BOA-736609,37 Warren Avenue,Ward 5
10/31/17,APPROVED,BOA-736610,51 Warren Avenue,Ward 5
10/31/17,APPROVED,BOA-733608,35 Warren Avenue,Ward 5
10/31/17,APPROVED,BOA-743636,31 Warren Avenue,Ward 5
10/31/17,APPROVED,BOA-736607,33 Warren Avenue,Ward 5
10/31/17,APPROVED,BOA-664762,1 Waverly Street,Ward 12
10/31/17,APPROVED,BOA-732948,30 Willoughby Street,Ward 22
10/31/17,APPROVED,BOA-730453,46 Woodward Street,Ward 7
10/31/17,DENIED,BOA-725787,277 Border Street,Ward 1
10/31/17,DENIED,BOA-719810,874 East Sixth Street,Ward 6
10/31/17,DENIED,BOA-726151,148 Hillside Street,Ward 10
10/31/17,DENIED,BOA-660491,88-94 Lincoln Street,Ward 22
10/31/17,DENIED,BOA-732993,34 Maple Street,Ward 20
10/31/17,DENIED,BOA-703491,9 Sawyer Terrace,Ward 21
10/17/17,APPROVED,BOA-718302,156-164 Bunker Hill Street,Ward 2
10/17/17,APPROVED,BOA-603585,168 Bigelow Street,Ward 22
10/17/17,APPROVED,BOA-731287,10 Belton Street,Ward 16
10/17/17,APPROVED,BOA-717608,3 Cook Street CT,Ward 2
10/17/17,APPROVED,BOA-745780,1 Cedar Street,Ward 9
10/17/17,APPROVED,BOA-733748,40 Creighton Street,Ward 10
10/17/17,APPROVED,BOA-721551,20 Chapin Avenue,Ward 16
10/17/17,APPROVED,BOA-731113,11 Ellis Street,Ward 18
10/17/17,APPROVED,BOA-656910,259-263 Gold Street,Ward 7
10/17/17,APPROVED,BOA-659900,28 Hancock Street,Ward 3
10/17/17,APPROVED,BOA-719517,265 Hancock Street,Ward 15
10/17/17,APPROVED,BOA-720481,350 Jamaicaway,Ward 19
10/17/17,APPROVED,BOA-736617,68 Louder&amp;#39;s Lane,Ward 19
10/17/17,APPROVED,BOA-732467,1 Linden Street,Ward 7
10/17/17,APPROVED,BOA-700976,41 Myopia Road,Ward 18
10/17/17,APPROVED,BOA-736605,36 Maxfield Street,Ward 20
10/17/17,APPROVED,BOA-717278,46-48 Maywood Street,Ward 12
10/17/17,APPROVED,BOA-728280,217 Newbury Street,Ward 5
10/17/17,APPROVED,BOA-719828,24 Porter Street,Ward 1
10/17/17,APPROVED,BOA-696619,303 Paris Street,Ward 1
10/17/17,APPROVED,BOA-699465,39 Rosedale Street,Ward 17
10/17/17,APPROVED,BOA-745080,40 Seminole Street,Ward 18
10/17/17,APPROVED,BOA-730899,362 Sumner Street,Ward 1
10/17/17,APPROVED,BOA-702333,207 Savannah Avenue,Ward 18
10/17/17,APPROVED,BOA-730574,60 State Street,Ward 3
10/17/17,APPROVED,BOA-671723,111 Saint Botolph Street,Ward 4
10/17/17,APPROVED,BOA-733375,75 Truman Parkway,Ward 18
10/17/17,APPROVED,BOA-723510,1455-1549 Tremont Street,Ward 10
10/17/17,APPROVED,BOA-708498,1575 Tremont Street,Ward 10
10/17/17,APPROVED,BOA-677994,84-88 Wareham Street,Ward 17
10/17/17,APPROVED,BOA-717699,182 West Eighth Street,Ward 13
10/17/17,APPROVED,BOA-688842,12 Whitfield Street,Ward 17
10/17/17,DENIED,BOA-723519,2 Brigham Street,Ward 1
10/17/17,DENIED,BOA-729723,23-25 Chestnut Square,Ward 19
10/17/17,DENIED,BOA-704960,126R Calumet Street,Ward 10
10/17/17,DENIED,BOA-704962,126R Calumet Street,Ward 10
10/17/17,DENIED,BOA-719810,874 East Sixth Street,Ward 6
10/17/17,DENIED,BOA-690834,279 Lamartine Street,Ward 19
10/17/17,DENIED,BOA-709586,131R Maple Street,Ward 20
10/17/17,DENIED,BOA-713469,616-620 Massachusetts Avenue,Ward 9
10/17/17,DENIED,BOA-683224,113 Pleasant Street,Ward 13
10/17/17,DENIED,BOA-687968,3371-3375 Washington Street,Ward 11
09/19/17,APPROVED,BOA-727377,34 Arcadia Street,Ward 15
09/19/17,APPROVED,BOA-726374,18 Armandine Street,Ward 17
09/19/17,APPROVED,BOA-724715,722-778 Adams Street,Ward 16
09/19/17,APPROVED,BOA-744394,7 Bell Court,Ward 6
09/19/17,APPROVED,BOA-701484,331 Columbia Road,Ward 15
09/19/17,APPROVED,BOA-726159,245 Chelsea Street,Ward 1
09/19/17,APPROVED,BOA-570065,10 Everett Street,Ward 1
09/19/17,APPROVED,BOA-721898,47-53 Farnsworth Street,Ward 6
09/19/17,APPROVED,BOA-705797,137 Granite Avenue,Ward 16
09/19/17,APPROVED,BOA-736480,55 Hutchings Street,Ward 12
09/19/17,APPROVED,BOA-683658,1 Hestia Park,Ward 12
09/19/17,APPROVED,BOA-713476,28 Iffley Road,Ward 11
09/19/17,APPROVED,BOA-713475,30 Iffley Road,Ward 11
09/19/17,APPROVED,BOA-654861,7 Parker Street,Ward 2
09/19/17,APPROVED,BOA-722505,62 Starbird Avenue,Ward 18
09/19/17,APPROVED,BOA-722501,58 Starbird Avenue,Ward 18
09/19/17,APPROVED,BOA-722504,60 Starbird Avenue,Ward 18
09/19/17,APPROVED,BOA-631563,75 Sydney Street,Ward 13
09/19/17,APPROVED,BOA-710520,9 Slocum Road,Ward 19
09/19/17,APPROVED,BOA-718652,107-109 Savin Hill Avenue,Ward 13
09/19/17,APPROVED,BOA-725791,2-4 Wordworth Street,Ward 1
09/19/17,APPROVED,BOA-725794,6-8 Wordsworth Street,Ward 1
09/19/17,APPROVED,BOA-698913,7-11 Wise Street,Ward 10
09/19/17,APPROVED,BOA-704391,5082 Washington Street,Ward 20
09/19/17,DENIED,BOA-744395,7 Bell Court,Ward 6
09/19/17,DENIED,BOA-676203,73 Mt Vernon Street,Ward 5
09/19/17,DENIED,BOA-676285,18 Plain Street,Ward 16
09/19/17,DENIED,BOA-676288,16 Plain Street,Ward 16
09/19/17,DENIED,BOA-676291,18R Plain Street,Ward 16
09/19/17,DENIED,BOA-676289,18 Plain Street,Ward 16
09/12/17,APPROVED,BOA-719823,29 A Street,Ward 6
09/12/17,APPROVED,BOA-647442,198-210 Bowdoin Street,Ward 15
09/12/17,APPROVED,BOA-723406,95 Brookline Avenue,Ward 21
09/12/17,APPROVED,BOA-725125,15 Bullard Street,Ward 14
09/12/17,APPROVED,BOA-703768,1188-1192 Blue Hill Avenue,Ward 14
09/12/17,APPROVED,BOA-715743,284 Commonwealth Avenue,Ward 5
09/12/17,APPROVED,BOA-735906,132 Chestnut Hill Avenue,Ward 21
09/12/17,APPROVED,BOA-653861,19-23 Clapp Street,Ward 7
09/12/17,APPROVED,BOA-718255,6 Cook Street,Ward 2
09/12/17,APPROVED,BOA-719833,31 Essex Street,Ward 2
09/12/17,APPROVED,BOA-715867,823 East Broadway,Ward 6
09/12/17,APPROVED,BOA-711997,823 East Broadway,Ward 6
09/12/17,APPROVED,BOA-722001,252 Friend Street,Ward 3
09/12/17,APPROVED,BOA-718581,260 Franklin Street,Ward 3
09/12/17,APPROVED,BOA-730579,53 Fottler Road,Ward 18
09/12/17,APPROVED,BOA-707274,33 Greenwich Park,Ward 4
09/12/17,APPROVED,BOA-685920,38 Garfield Avenue,Ward 18
09/12/17,APPROVED,BOA-717074,78-80 Jamaica Street,Ward 11
09/12/17,APPROVED,BOA-707854,100 Jamaica Street,Ward 11
09/12/17,APPROVED,BOA-723513,26 Lawrence Street,Ward 5
09/12/17,APPROVED,BOA-715581,44 Lochdale Road,Ward 19
09/12/17,APPROVED,BOA-679066,6 Lafield Street,Ward 16
09/12/17,APPROVED,BOA-709922,84 Mount Pleasant Avenue,Ward 8
09/12/17,APPROVED,BOA-664792,44H-44 Mather Street,Ward 17
09/12/17,APPROVED,BOA-697758,298-298C Marginal Street,Ward 1
09/12/17,APPROVED,BOA-659167,612 Norfolk Street,Ward 18
09/12/17,APPROVED,BOA-698461,293 Northampton Street,Ward 9
09/12/17,APPROVED,BOA-730626,27 Pasadena Road,Ward 14
09/12/17,APPROVED,BOA-711125,53 Seymour Street,Ward 19
09/12/17,APPROVED,BOA-716126,441 Stuart Street,Ward 4
09/12/17,APPROVED,BOA-720055,193-195 State Street,Ward 3
09/12/17,APPROVED,BOA-698464,332-340 Summer Street,Ward 6
09/12/17,APPROVED,BOA-676738,47-49 Walnut Street,Ward 16
09/12/17,DENIED,BOA-646449,599 Cambridge Street,Ward 21
09/12/17,DENIED,BOA-665387,252 Friend Street,Ward 3
08/29/17,APPROVED,BOA-715779,151 Austin Street,Ward 18
08/29/17,APPROVED,BOA-722476,45 Alban Street,Ward 17
08/29/17,APPROVED,BOA-716190,840 Beacon Street,Ward 21
08/29/17,APPROVED,BOA-722932,1 Common Street,Ward 2
08/29/17,APPROVED,BOA-662224,191 Condor Street,Ward 1
08/29/17,APPROVED,BOA-662222,211 Condor Street,Ward 1
08/29/17,APPROVED,BOA-723479,49 East Concord Street,Ward 8
08/29/17,APPROVED,BOA-723587,27 Eastman Street,Ward 7
08/29/17,APPROVED,BOA-711759,27 Floyd Street,Ward 14
08/29/17,APPROVED,BOA-702621,20 Isabella Street,Ward 5
08/29/17,APPROVED,BOA-715779,20 Littledale Street,Ward 18
08/29/17,APPROVED,BOA-679070,10 Lafield Street,Ward 16
08/29/17,APPROVED,BOA-730348,44 Maynard Street,Ward 18
08/29/17,APPROVED,BOA-722593,1 Ringgold Street,Ward 3
08/29/17,APPROVED,BOA-728185,1090 River Street,Ward 18
08/29/17,APPROVED,BOA-719460,10 Spring Garden Street,Ward 13
08/29/17,APPROVED,BOA-719457,10R Spring Garden Street,Ward 13
08/29/17,APPROVED,BOA-699095,274-276 Sumner Street,Ward 1
08/29/17,APPROVED,BOA-733912,212-222 Stuart Street,Ward 5
08/29/17,APPROVED,BOA-728516,121 Wilmington Avenue,Ward 17
08/29/17,APPROVED,BOA-734001,34 Westglow Street,Ward 16
08/29/17,APPROVED,BOA-736242,19 Wall Street,Ward 2
08/29/17,APPROVED,BOA-736237,18 Wall Street,Ward 2
08/29/17,APPROVED,BOA-726086,15 Walker Street,Ward 2
08/29/17,APPROVED,BOA-690755,4172-4174 Washington Street,Ward 19
08/15/17,APPROVED,BOA-613890,1173 ADAMS STREET,WARD 17
08/15/17,APPROVED,BOA-707666,144 ALDRICH STREET,WARD 20
08/15/17,APPROVED,BOA-557810,82 ALBANO STREET,WARD 20
08/15/17,APPROVED,BOA-668767,34 1/2 BEACON STREET,WARD 5
08/15/17,APPROVED,BOA-718727,170 BEACON STREET,WARD 5
08/15/17,APPROVED,BOA-694598,21D-35K BISMARK STREET,WARD 11
08/15/17,APPROVED,BOA-719027,114-120 BROOKSIDE AVENUE,WARD 11
08/15/17,APPROVED,BOA-696526,10 BROCKTON STREET,WARD 18
08/15/17,APPROVED,BOA-712843,243 CONDOR STREET,WARD 1
08/15/17,APPROVED,BOA-720365,2 CERDAN AVENUE,WARD 20
08/15/17,APPROVED,BOA-605455,734-742 DUDLEY STREET,WARD 7
08/15/17,APPROVED,BOA-674105,543 EAST THIRD STREET,WARD 6
